[2025-09-28 16:36:22] [WARNING ] discord.ext.commands.bot: Privileged message content intent is missing, commands may not work as expected.
[2025-09-28 16:36:22] [INFO    ] discord.client: logging in using static token
[2025-09-28 16:36:35] [DEBUG   ] discord.client: Dispatching event raw_message_edit
[2025-09-28 16:36:35] [DEBUG   ] discord.client: Dispatching event message_edit
[2025-09-28 16:36:39] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'INTERACTION_CREATE', 's': 9, 'op': 0, 'd': {'version': 1, 'type': 2, 'token': 'aW50ZXJhY3Rpb246MTQyMTg2ODIxNTYwODU0NTMzMjpHcmpsU3IyNmpENzFGVHdLd3JMeUdiN1NMTFpoZ0tKdEhHR3hDMzFmbWpKVVBGUFRCQ2UwNnFDMUhpYTNDUmN3ajNkbURxSUhKU2lKN1ZESjl1b0ppOVhEQVAxcUJIcDR0RlY2SW9ob2ROM1NwZVRKWUZDcUVIN1MxblhJUTQzZg', 'member': {'user': {'username': 'bidombamb', 'public_flags': 64, 'primary_guild': None, 'id': '902906414694031410', 'global_name': 'Bidombamb', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': 'c1f5f36b4d904d9ba522c7ebe2c31e84'}, 'unusual_dm_activity_until': None, 'roles': [], 'premium_since': None, 'permissions': '9007199254740991', 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-08-24T17:22:57.414000+00:00', 'flags': 0, 'display_name_styles': None, 'deaf': False, 'communication_disabled_until': None, 'collectibles': None, 'banner': None, 'avatar': None}, 'locale': 'no', 'id': '1421868215608545332', 'guild_locale': 'en-US', 'guild_id': '1409226489517445161', 'guild': {'locale': 'en-US', 'id': '1409226489517445161', 'features': []}, 'entitlements': [], 'entitlement_sku_ids': [], 'data': {'type': 1, 'name': 'rollcat', 'id': '1421821584297164852'}, 'context': 0, 'channel_id': '1409226491379712012', 'channel': {'type': 0, 'topic': None, 'theme_color': None, 'rate_limit_per_user': 0, 'position': 0, 'permissions': '9007199254740991', 'parent_id': '1409226491379712010', 'nsfw': False, 'name': 'generelt', 'last_message_id': '1421868197593874624', 'id': '1409226491379712012', 'icon_emoji': {'name': '👋', 'id': None}, 'guild_id': '1409226489517445161', 'flags': 0}, 'authorizing_integration_owners': {'0': '1409226489517445161'}, 'attachment_size_limit': 10485760, 'application_id': '1421814639259553812', 'app_permissions': '2248473465835073'}}
[2025-09-28 16:36:39] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-09-28 16:36:39] [DEBUG   ] discord.client: Dispatching event interaction
[2025-09-28 16:36:39] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 10, 'op': 0, 'd': {'webhook_id': '1421814639259553812', 'type': 20, 'tts': False, 'timestamp': '2025-09-28T14:36:40.279000+00:00', 'position': 0, 'pinned': False, 'nonce': '1421868212508688384', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1421823134775902342'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-09-28T11:37:31.647000+00:00', 'flags': 1, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'interaction_metadata': {'user': {'username': 'bidombamb', 'public_flags': 64, 'primary_guild': None, 'id': '902906414694031410', 'global_name': 'Bidombamb', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': 'c1f5f36b4d904d9ba522c7ebe2c31e84'}, 'type': 2, 'name': 'rollcat', 'id': '1421868215608545332', 'command_type': 1, 'authorizing_integration_owners': {'0': '1409226489517445161'}}, 'interaction': {'user': {'username': 'bidombamb', 'public_flags': 64, 'primary_guild': None, 'id': '902906414694031410', 'global_name': 'Bidombamb', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': 'c1f5f36b4d904d9ba522c7ebe2c31e84'}, 'type': 2, 'name': 'rollcat', 'member': {'roles': [], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-08-24T17:22:57.414000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1421868215608545332'}, 'id': '1421868218309673020', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'https://cdn2.thecatapi.com/images/uGWCE3F8u.jpg', 'components': [], 'channel_type': 0, 'channel_id': '1409226491379712012', 'author': {'username': 'Cat RNG', 'public_flags': 0, 'primary_guild': None, 'id': '1421814639259553812', 'global_name': None, 'display_name_styles': None, 'discriminator': '6560', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': '3ef3376ebde7767acced363761e456f7'}, 'attachments': [], 'application_id': '1421814639259553812', 'guild_id': '1409226489517445161'}}
[2025-09-28 16:36:39] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-09-28 16:36:39] [DEBUG   ] discord.client: Dispatching event message
[2025-09-28 16:36:39] [DEBUG   ] discord.webhook.async_: Webhook ID 1421868215608545332 with POST https://discord.com/api/v10/interactions/1421868215608545332/aW50ZXJhY3Rpb246MTQyMTg2ODIxNTYwODU0NTMzMjpHcmpsU3IyNmpENzFGVHdLd3JMeUdiN1NMTFpoZ0tKdEhHR3hDMzFmbWpKVVBGUFRCQ2UwNnFDMUhpYTNDUmN3ajNkbURxSUhKU2lKN1ZESjl1b0ppOVhEQVAxcUJIcDR0RlY2SW9ob2ROM1NwZVRKWUZDcUVIN1MxblhJUTQzZg/callback has returned status code 200
[2025-09-28 16:36:39] [DEBUG   ] discord.client: Dispatching event app_command_completion
[2025-09-28 16:36:40] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_UPDATE', 's': 11, 'op': 0, 'd': {'webhook_id': '1421814639259553812', 'type': 20, 'tts': False, 'timestamp': '2025-09-28T14:36:40.279000+00:00', 'position': 0, 'pinned': False, 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1421823134775902342'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-09-28T11:37:31.647000+00:00', 'flags': 1, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'interaction_metadata': {'user': {'username': 'bidombamb', 'public_flags': 64, 'primary_guild': None, 'id': '902906414694031410', 'global_name': 'Bidombamb', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': 'c1f5f36b4d904d9ba522c7ebe2c31e84'}, 'type': 2, 'name': 'rollcat', 'id': '1421868215608545332', 'command_type': 1, 'authorizing_integration_owners': {'0': '1409226489517445161'}}, 'interaction': {'user': {'username': 'bidombamb', 'public_flags': 64, 'primary_guild': None, 'id': '902906414694031410', 'global_name': 'Bidombamb', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': 'c1f5f36b4d904d9ba522c7ebe2c31e84'}, 'type': 2, 'name': 'rollcat', 'member': {'roles': [], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-08-24T17:22:57.414000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1421868215608545332'}, 'id': '1421868218309673020', 'flags': 0, 'embeds': [{'url': 'https://cdn2.thecatapi.com/images/uGWCE3F8u.jpg', 'type': 'image', 'thumbnail': {'width': 1600, 'url': 'https://cdn2.thecatapi.com/images/uGWCE3F8u.jpg', 'proxy_url': 'https://images-ext-1.discordapp.net/external/LbFRUI0u5Uvqv32jpjJ2Gyz9A0aRNskQCJJKYvpCk4Q/https/cdn2.thecatapi.com/images/uGWCE3F8u.jpg', 'placeholder_version': 1, 'placeholder': 'ISkKDYDIdoh/lXiHd3iHifpNl99U', 'height': 1067, 'flags': 0, 'content_type': 'image/jpeg'}, 'id': '1421868219689336954'}], 'edited_timestamp': None, 'content': 'https://cdn2.thecatapi.com/images/uGWCE3F8u.jpg', 'components': [], 'channel_type': 0, 'channel_id': '1409226491379712012', 'author': {'username': 'Cat RNG', 'public_flags': 0, 'primary_guild': None, 'id': '1421814639259553812', 'global_name': None, 'display_name_styles': None, 'discriminator': '6560', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': '3ef3376ebde7767acced363761e456f7'}, 'attachments': [], 'application_id': '1421814639259553812', 'guild_id': '1409226489517445161'}}
[2025-09-28 16:36:40] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-09-28 16:36:40] [DEBUG   ] discord.client: Dispatching event raw_message_edit
[2025-09-28 16:36:40] [DEBUG   ] discord.client: Dispatching event message_edit
